20
100
10
1,18
1,17
7,6
9,19
16,19
0,3
18,6
19,14
19,11
17,1
18,3
13,15
19,0
16,9
16,16
3,6
15,13
18,0
11,5
11,1
0,19
0,14
7,12
17,0
14,11
16,5
4,13
15,3
16,16
0,1
11,9
12,4
15,5
16,16
8,9
4,0
5,14
19,5
8,2
3,16
17,2
0,3
3,5
8,19
11,7
14,0
1,19
16,10
12,17
11,12
5,16
11,12
7,16
10,13
0,17
15,1
18,18
7,0
1,4
3,0
13,15
2,12
1,3
4,14
11,9
13,14
1,3
11,5
3,7
7,8
3,3
5,18
8,16
0,14
5,19
8,0
17,13
11,19
16,6
1,6
13,16
6,14
3,16
19,11
6,11
2,11
12,2
14,8
13,17
4,11
5,16
1,14
3,0
0,16
3,18
8,10
13,10
12,14
8,8
15,6
9,8
11,10
3,16
12,19
19,2
9,14
8,1
7,9
9,7
13,15
7,4
14,8
11,3
0,8
4,4
3,6
8,15
15,8
9,3
8,15
11,11
13,9
17,1
12,8
3,5
2,5
10,3
6,13
12,10
3,17
16,16
4,18
0,1
16,5
14,13
14,3
2,14
3,5
4,0
6,19
16,13
7,18
13,15
4,15
19,18
5,7
3,16
3,16
5,1
4,0
10,5
19,2
17,1
4,13
7,11
10,2
7,6
18,3
18,14
18,17
15,15
12,7
11,13
8,19
1,2
16,4
12,13
6,14
2,18
6,10
6,14
10,14
7,3
13,6
18,7
19,1
5,19
15,16
19,8
1,4
10,4
7,3
12,11
1,9
0,14
12,3
13,8
4,11
2,14
0,3
13,13
10,10
10,16
3,9
6,6
16,9
7,13
4,12
14,16
0,2
7,4
17,8
18,2
6,3
19,6
2,18
11,17
15,2
15,10
15,18
